"campus","sample_type","sample_subtype","classcode","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_definition","taxonomic_source","taxonomic_id","common_name","notes","size_cutoff","LOOKED1999","LOOKED2000","LOOKED2001","LOOKED2002","LOOKED2003","LOOKED2004","LOOKED2005","LOOKED2006","LOOKED2007","LOOKED2008","LOOKED2009","LOOKED2010","LOOKED2011","LOOKED2012","LOOKED2013","LOOKED2014","LOOKED2015","LOOKED2016","LOOKED2017","LOOKED2018","LOOKED2019","LOOKED2020","LOOKED2021","LOOKED2022","LOOKED2023","LOOKED2024"
"UCSB","UPC","COVER","PHRCAL","Animalia","Annelida","Polychaeta",NA,"Sabellariidae","Phragmatopoma","californica","Phragmatopoma californica","WoRMS","334501","Colonial Sand Tube Worm",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","PHRCAL","Animalia","Annelida","Polychaeta",NA,"Sabellariidae","Phragmatopoma","californica","Phragmatopoma californica","WoRMS","334501","Colonial Sand Tube Worm",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","PHYSPP","Plantae","Tracheophyta","Magnoliopsida","Alismatales","Cymodoceaceae","Phyllospadix","spp","Phyllospadix","WoRMS","370041","Surfgrass",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","PHYSPP","Plantae","Tracheophyta","Magnoliopsida","Alismatales","Cymodoceaceae","Phyllospadix","spp","Phyllospadix","WoRMS","370041","Surfgrass",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SALTRI","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Salmacina","tribranchiata","Salmacina tribranchiata","WoRMS","334720","Fragile Tube Worms","This species was sampled individually at southern California sites starting in 2000 and northern California sites starting in 2004. Previously this was in the species group ""tubeworm"".",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","SALTRI","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Salmacina","tribranchiata","Salmacina tribranchiata","WoRMS","334720","Fragile Tube Worms","This species was sampled individually at southern California sites starting in 2000 and northern California sites starting in 2004. Previously this was in the species group ""tubeworm"".",NA,"no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SARHOR","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","horneri","Sargassum horneri","WoRMS","494853","Invasive Sargassum","BROWN ALGAE",NA,"no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SARMUT","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","muticum","Sargassum muticum","WoRMS","494791","Sargassum","UCSB began distinguishing S. muticum and S. filicinum, originally lumped as SARSPP in 2010",NA,"no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","SARMUT","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","muticum","Sargassum muticum","WoRMS","494791","Sargassum","UCSB began distinguishing S. muticum and S. filicinum, originally lumped as SARSPP in 2010",NA,"no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SARSPP","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","spp","Sargassum","WoRMS","144132","Sargassum","After 2009, species were ID'd and counted separately. Records prior in the Northern Channel Islands were most likely S. muticum..",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","UPC","COVER","SARSPP","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","spp","Sargassum","WoRMS","144132","Sargassum",NA,NA,"no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SB00RED","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"UCSB 2000 Definition Of 'Other Red' Included All Red Algae Except Rhospp, Bushy, Leafy, Crucor And Erecor","PISCO",NA,"UCSB 2000 Definition Of 'Other Red' Included All Red Algae Except Rhospp, Bushy, Leafy, Crucor And Erecor",NA,NA,"no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","UPC","COVER","SC00RED","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"UCSC 2000 Definition Of 'Other Red' Included All Red Algae Except Rhospp, Bushy, Leafy, Crucor And Erecor","PISCO",NA,"UCSC 2000 Definition Of 'Other Red' Included All Red Algae Except Rhospp, Bushy, Leafy, Crucor And Erecor",NA,NA,"no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","UPC","COVER","SCALLOP","Animalia","Mollusca","Bivalvia","Pectinida",NA,NA,NA,"Scallop","PISCO",NA,"Scallop","Any attached (non-moble) scallop.",NA,"no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","SCALLOP","Animalia","Mollusca","Bivalvia","Pectinida",NA,NA,NA,"Scallop","PISCO",NA,"Scallop","Any attached (non-moble) scallop.",NA,"no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SCSB99RED","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"UCSC and UCSB 1999 Definition Of 'Other Red' Included All Red Algae Except Rhospp, Crucor And Erecor","PISCO",NA,"UCSC and UCSB 1999 Definition Of 'Other Red' Included All Red Algae Except Rhospp, Crucor And Erecor",NA,NA,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","UPC","COVER","SCSB99RED","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"UCSC and UCSB 1999 Definition Of 'Other Red' Included All Red Algae Except Rhospp, Crucor And Erecor","PISCO",NA,"UCSC and UCSB 1999 Definition Of 'Other Red' Included All Red Algae Except Rhospp, Crucor And Erecor",NA,NA,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","UPC","COVER","SCUM",NA,NA,NA,NA,NA,NA,NA,"Diatom Layer","PISCO",NA,"Diatom Layer","Diatom layer or decomposing, flocculent material, ""Scum"".",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","SCUM",NA,NA,NA,NA,NA,NA,NA,"Diatom Layer","PISCO",NA,"Diatom Layer","Diatom layer or decomposing, flocculent material, ""Scum"".",NA,"no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SHELL",NA,NA,NA,NA,NA,NA,NA,"Shell Debris","PISCO",NA,"Shell Debris",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","SHELL",NA,NA,NA,NA,NA,NA,NA,"Shell Debris","PISCO",NA,"Shell Debris",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SOLTUN","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA,"Tunicate -Solitary","PISCO",NA,"Tunicate -Solitary","Includes Corella willmeriana, Ascidia paratropa, Cnemidocarpa finmarkiensis, Styela montereyensis, Boltenia villosa, Halocynthia aurantia, Pyura haustor.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","SOLTUN","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA,"Tunicate -Solitary","PISCO",NA,"Tunicate -Solitary","Includes Corella willmeriana, Ascidia paratropa, Cnemidocarpa finmarkiensis, Styela montereyensis, Boltenia villosa, Halocynthia aurantia, Pyura haustor.",NA,"no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SPONGE","Animalia","Porifera",NA,NA,NA,NA,NA,"Porifera","WoRMS","558","Sponge",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","SPONGE","Animalia","Porifera",NA,NA,NA,NA,NA,"Porifera","WoRMS","558","Sponge",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","STEOSM","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Stephanocystis","osmundacea","Stephanocystis osmundacea","WoRMS","502165","chain-bladder kelp",NA,NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","STEOSM","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Stephanocystis","osmundacea","Stephanocystis osmundacea","WoRMS","502165","chain-bladder kelp",NA,NA,"no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","STYCAL","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Stylasteridae","Stylaster","californicus","Stylaster californicus","WoRMS","285860","California Hydrocoral","This species was sampled on UPC at southern California sites starting in 2000 and at northern California sites starting in 2001. Stylaster californica was also sampled on swath transects at northern California sites.",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","STYPAP","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Stylasteridae","Stylantheca","papillosa","Stylantheca papillosa","WoRMS","291143","Encrusting Purple Hydrocoral",NA,NA,"no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","THYPET","Animalia","Mollusca","Gastropoda","Littorinimorpha","Vermetidae","Thylacodes/Petaloconchus","squamigerus/montereyensis","Thylacodes squamigerus/Petaloconchus montereyensis","WoRMS","709499/549434","Tube Snail, Scaled Worm Shell","Combined species group of Serpulorbis (now Thylacodes) squamigerus and Petaloconchus montereyensis. After 2003, species were ID'd and counted separately. This species group was split in 2003 into Thylacodes squamigerus and Petaloconchus montereyensis. ALSO KFM suveys in 2007/2008 are included in the dataset and they still use THYPET",NA,"yes","yes","yes","yes","yes","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","UPC","COVER","THYPET","Animalia","Mollusca","Gastropoda","Littorinimorpha","Vermetidae","Thylacodes/Petaloconchus","squamigerus/montereyensis","Thylacodes squamigerus/Petaloconchus montereyensis","WoRMS","709499/549434","Tube Snail, Scaled Worm Shell","Combined species group of Serpulorbis squamigerus and Petaloconchus montereyensis. This species group was split in 2003 into Thylacodes squamigerus and Petaloconchus montereyensis",NA,"yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","UPC","COVER","THYSQU","Animalia","Mollusca","Gastropoda","Littorinimorpha","Vermetidae","Thylacodes","squamigerus","Thylacodes squamigerus","WoRMS","709499","Tube Snail, Scaled Worm Shell","This species group was split in 2003 from Serpulorbis/Petaloconchus",NA,"no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","THYSQU","Animalia","Mollusca","Gastropoda","Littorinimorpha","Vermetidae","Thylacodes","squamigerus","Thylacodes squamigerus","WoRMS","709499","Tube Snail, Scaled Worm Shell","This species group was split in 2003 into Thylacodes squamigerus and Petaloconchus montereyensis",NA,"no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","TUBEMAT","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,"Tubeworm mat","PISCO",NA,"Tubeworm mat","This species group was sampled starting in 2002",NA,"no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","TUBEMAT","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,"Tubeworm mat","PISCO",NA,"Tubeworm mat","This species group was sampled starting in 2002",NA,"no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","TUBEWORM","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,"Tubeworm","PISCO",NA,"Tubeworm","Any tube worm (spirorbids, sabellids, serpulids, terrebelids) excluding Dodecaceria, Salmacina, Diopatra and Phragmatopoma (distinguished and sampled separately). Dodecaceria, Salmacina, Diopatra or Phragmatopoma are sampled separately",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","TUBEWORM","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,"Tubeworm","PISCO",NA,"Tubeworm","Any tube worm (spirorbids, sabellids, serpulids, terrebelids) excluding Dodecaceria, Salmacina, Diopatra and Phragmatopoma (distinguished and sampled separately). Dodecaceria, Salmacina, Diopatra or Phragmatopoma are sampled separately",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","TURF","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Filamentous Turf","PISCO",NA,"Red Filamentous Turf","Dense turf of red filamentous algae < 2cm high. This species group was sampled starting in 2002",NA,"no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","TURF","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Filamentous Turf","PISCO",NA,"Red Filamentous Turf","Dense turf of red filamentous algae < 1cm high. This species group was sampled starting in 2002",NA,"no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","UNDJUVLAM","Chromista","Ochrophyta","Phaeophyceae","Laminariales",NA,NA,NA,"Laminariales Recruit","PISCO",NA,"Laminariales Recruit","Smaller than adult size laminariales (eg, Macrocystis, Laminaria, Pterygophora, Eisenia, Pleurophycus). Counted by 1 or 2 observers in 2008-2010",NA,"no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","UPC","COVER","WATSUB","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Watersiporidae","Watersipora","subtorquata","Watersipora subtorquata","WoRMS","111592","Invasive bryozoan",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","ZONSPP","Chromista","Ochrophyta","Phaeophyceae","Dictyotales",NA,"Zonaria","spp","Dictyotales","WoRMS","839","Dictyotales","in 2022 UCSB split out ZONSPP from BROWN",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes"
"UCSB","UPC","COVER","ZOSMAR","Plantae","Tracheophyta","Magnoliopsida","Alismatales","Zosteraceae","Zostera","marina","Zostera marina","WoRMS","495077",NA,NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","RELIEF","FLATREL",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: Flat","PISCO",NA,"Vertical Relief: Flat","0 - 10 cm vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","RELIEF","FLATREL",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: Flat","PISCO",NA,"Vertical Relief: Flat","0 - 10 cm vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","RELIEF","HIREL",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: High","PISCO",NA,"Vertical Relief: High","> 2 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","RELIEF","HIREL",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: High","PISCO",NA,"Vertical Relief: High","> 2 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","RELIEF","MODREL",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: Moderate","PISCO",NA,"Vertical Relief: Moderate","1 m - 2 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
